parent_name,parent_smiles,child_name,child_smiles,source,fps
(s)-tomoxetine,CNCC[C@H](Oc1ccccc1C)c1ccccc1,4-Hydroxy-(s)-tomoxetine,CNCC[C@@H](Oc1ccc(O)cc1C)c1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
(s)-tomoxetine,CNCC[C@H](Oc1ccccc1C)c1ccccc1,N-Desmethyl-(s)-tomoxetine,CNCC[C@@H](Oc1ccccc1CO)c1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
(s)-tomoxetine,CNCC[C@H](Oc1ccccc1C)c1ccccc1,2-Hydroxy-(s)-tomoxetine,Cc1ccccc1O[C@H](CCNCO)c1ccccc1,MetXBioDB,[0 1 0 ... 0 0 0]
(s)-venlafaxine,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,N-Desmethylvenlafaxine,CNC[C@H](c1ccc(OC)cc1)C1(O)CCCCC1,MetXBioDB,[0 1 1 ... 0 0 0]
(s)-venlafaxine,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,O-Desmethylvenlafaxine,CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,MetXBioDB,[0 1 1 ... 0 0 0]
[2-methyl-4-(o-tolylazo)phenyl]amine,Cc1cc(/N=N/c2ccccc2C)ccc1N,4'-hydroxy-o-aminoazotoJuene,Cc1cc(/N=N/c2ccc(O)cc2C)ccc1N,MetXBioDB,[0 0 0 ... 0 0 0]
[2-methyl-4-(o-tolylazo)phenyl]amine,Cc1cc(/N=N/c2ccccc2C)ccc1N,2'-hydroxymethyl-3-raethyl-4-aminoazoberizene,Cc1cc(/N=N/c2ccccc2CO)ccc1N,MetXBioDB,[0 0 0 ... 0 0 0]
[2-methyl-4-(o-tolylazo)phenyl]amine,Cc1cc(/N=N/c2ccccc2C)ccc1N,N-hydroxy-oaminoazotohiene,Cc1ccccc1/N=N/c1ccc(NO)c(C)c1,MetXBioDB,[0 0 0 ... 0 0 0]
1_4_cineole,CC(C)C12CCC(C)(CC1)O2,,CC(C)C12CCC(C)(O1)C(O)C2,MetXBioDB,[0 1 0 ... 0 0 0]
1_8_cineole,CC12CCC(CC1)C(C)(C)O2,"2alpha-hydroxy-1,8-cineole",CC1(C)OC2(C)CCC1CC2O,MetXBioDB,[0 0 0 ... 0 0 0]
1_8_cineole,CC12CCC(CC1)C(C)(C)O2,"3alpha-hydroxy-1,8-cineole",CC12CCC(C(O)C1)C(C)(C)O2,MetXBioDB,[0 0 0 ... 0 0 0]
1-(3-chlorophenyl)piperazine,Clc1cccc(N2CCNCC2)c1,2‐chloro‐4‐(piperazin‐1‐yl)phenol,Oc1ccc(N2CCNCC2)cc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
1-(4-methoxyphenyl)piperazine,COc1ccc(N2CCNCC2)cc1,1-(4-hydroxyphenyl)piperazine,Oc1ccc(N2CCNCC2)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(c2ccccc2)CC1,1-methyl-4-phenylpyridin-1-ium,C[n+]1ccc(-c2ccccc2)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(c2ccccc2)CC1,pOH-MPTP,CN1CC=C(c2ccc(O)cc2)CC1,MetXBioDB,[0 0 0 ... 0 0 0]
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,3-OH-1-nitropyrene,O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34,MetXBioDB,[0 0 0 ... 0 0 0]
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,"trans-4,5- Dihydrodiol- 1-nitropyrene",O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C1OC21,MetXBioDB,[0 0 0 ... 0 0 0]
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,6-OH-1- nitropyrene,O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43,MetXBioDB,[0 0 0 ... 0 0 0]
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,8-OH-1-nitropyrene,O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34,MetXBioDB,[0 0 0 ... 0 0 0]
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOc1cccc(CN2CCCCC2)c1,,Oc1cccc(CN2CCCCC2)c1,MetXBioDB,[0 0 1 ... 0 0 0]
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOc1cccc(CN2CCCCC2)c1,,OCCCOc1cccc(CN2CCCCC2O)c1,MetXBioDB,[0 0 0 ... 0 0 0]
"1,2-dichlorobenzene",Clc1ccccc1Cl,"2,3-dichlorophenol",Oc1cccc(Cl)c1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
"1,2-dichlorobenzene",Clc1ccccc1Cl,"3,4-dichlorophenol",Oc1ccc(Cl)c(Cl)c1,MetXBioDB,[0 0 0 ... 0 0 0]
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,3,5-trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,3,6-trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,4,5-trichlorophenol",Oc1cc(Cl)c(Cl)cc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
1'-nitrosonornicotine,O=NN1CCC[C@H]1c1cccnc1,,O=NN1C(O)CCC1c1cccnc1,MetXBioDB,[0 0 0 ... 0 0 0]
1'-nitrosonornicotine,O=NN1CCC[C@H]1c1cccnc1,,O=NN1CCCC1(O)c1cccnc1,MetXBioDB,[0 0 0 ... 0 1 0]
11_oxo_delta8_tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(C=O)C[C@H]21,,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C(=O)O)CC21,MetXBioDB,[0 0 0 ... 0 0 0]
2-(1-piperazinyl)pyrimidine,c1cnc(N2CCNCC2)nc1,,Oc1cnc(N2CCNCC2)nc1,MetXBioDB,[0 0 0 ... 0 0 0]
2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,MetXBioDB,[0 0 0 ... 0 0 0]
2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,1-OH-AFF,CC(O)=Nc1ccc2c(c1)Cc1cccc(O)c1-2,MetXBioDB,[0 0 0 ... 0 0 0]
2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,5-OH-AFF,CC(O)=Nc1ccc2c(c1)CC1(O)CC=CC=C21,MetXBioDB,[0 0 0 ... 0 0 0]
2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,MetXBioDB,[0 0 0 ... 0 0 0]
2-acetylbenzothiophene,CC(=O)c1cc2ccccc2s1,,CC(O)C1CC2CCCCC2S1=O,MetXBioDB,[0 1 0 ... 0 0 0]
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",N=C(O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,rac-RPR 127025,N=C(O)c1c(Cl)c(-c2cccnc2)n2c1C(O)CCC2,MetXBioDB,[0 0 0 ... 0 0 0]
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",N=C(O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,RPR 122701,N=C(O)c1c(Cl)c(-c2ccc[n+]([O-])c2)n2c1CCCC2,MetXBioDB,[0 0 0 ... 0 0 0]
2-naphthylamine,Nc1ccc2ccccc2c1,N-Hydroxy-2-naphthalenamine,ONc1ccc2ccccc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
2-nitropyrene,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,2-aminopyrene,Nc1cc2ccc3cccc4ccc(c1)c2c34,MetXBioDB,[0 0 0 ... 0 0 0]
2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,3-Hydroxy-2-oxoquazepam,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,MetXBioDB,[0 0 0 ... 0 0 0]
2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,N-Desalkyl-2-oxoquazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1,MetXBioDB,[0 0 0 ... 0 0 0]
2-phenylphenol,Oc1ccccc1-c1ccccc1,"2,5-dihydroxybiphenyl",Oc1ccc(O)c(-c2ccccc2)c1,MetXBioDB,[0 0 0 ... 0 0 0]
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCCc1ccc2c(n1)C=CC1OC21,MetXBioDB,[0 0 0 ... 0 0 0]
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCCc1ccc2c(n1)C1OC1C=C2,MetXBioDB,[0 0 0 ... 0 0 0]
2-propylquinoline,CCCc1ccc2ccccc2n1,,OCCCc1ccc2ccccc2n1,MetXBioDB,[0 0 0 ... 0 0 0]
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCC(O)c1ccc2ccccc2n1,MetXBioDB,[0 1 0 ... 0 0 0]
"2,2-dichloro-1,1,1-trifluoroethane",FC(F)(F)C(Cl)Cl,Trifluoroacetyl chloride,O=CC(F)(F)F,MetXBioDB,[0 0 0 ... 0 0 0]
"2,2',4,5,5'-pentachlorobiphenyl",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",Oc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
"2,2',4,5,5'-pentachlorobiphenyl",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",Oc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
"2,6-dichlorobenzonitrile",N#Cc1c(Cl)cccc1Cl,,N#CC1=C(Cl)C2OC2C=C1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
"2,6-dichlorobenzonitrile",N#Cc1c(Cl)cccc1Cl,,N#CC1C(Cl)=CC=C2OC21Cl,MetXBioDB,[0 0 0 ... 0 0 0]
2'-methoxyacetophenone,COc1ccccc1C(C)=O,2'-Hydroxyacetophenone,CC(=O)c1ccccc1O,MetXBioDB,[0 0 0 ... 0 0 0]
"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",CCOc1ccc2c(CCl)cc(=O)oc2c1,4-(Chloromethyl)-7-hydroxychromen-2-one,O=c1cc(CCl)c2ccc(O)cc2o1,MetXBioDB,[0 0 0 ... 0 0 0]
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CCC(O)CCOc1ccc2ccc(=O)oc2c1,MetXBioDB,[0 1 0 ... 0 0 0]
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CC(O)CCCOc1ccc2ccc(=O)oc2c1,MetXBioDB,[0 1 0 ... 0 0 0]
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CCCCC(O)Oc1ccc2ccc(=O)oc2c1,MetXBioDB,[0 1 0 ... 0 0 0]
3-cyano-7-ethoxycoumarin,CCOc1ccc2cc(C#N)c(=O)oc2c1,3-Cyano-7-hydroxycoumarin,N#Cc1cc2ccc(O)cc2oc1=O,MetXBioDB,[0 0 0 ... 0 0 0]
3-cyano-7-methoxycoumarin,COc1ccc2cc(C#N)c(=O)oc2c1,3-Cyano-7-hydroxycoumarin,N#Cc1cc2ccc(O)cc2oc1=O,MetXBioDB,[0 0 0 ... 0 0 0]
3-methylindole,Cc1c[nH]c2ccccc12,3-methyleneindolenine,C=C1C=[NH+]c2ccccc21,MetXBioDB,[0 0 0 ... 0 0 0]
3-methylindole,Cc1c[nH]c2ccccc12,"3-methylindole-2,3-epoxide",CC12OC1Nc1ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1,,CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc([N+](=O)[O-])c1,MetXBioDB,[0 0 0 ... 0 0 0]
"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,MetXBioDB,[0 1 0 ... 0 0 0]
3s14s-ochratoxin a,C[C@H]1Cc2c(Cl)cc(C(O)=N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,,CC1OC(=O)c2c(O)c(C(O)=NC(Cc3ccccc3)C(=O)O)cc(Cl)c2C1O,MetXBioDB,[0 1 0 ... 0 0 0]
4_demethyl_olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1O,MetXBioDB,[0 0 0 ... 0 0 0]
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCc1cc(=O)oc2cc(OC)ccc12,BHAMC,CCCCNCc1cc(=O)oc2cc(O)ccc12,MetXBioDB,[0 0 0 ... 0 0 0]
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCc1cc(=O)oc2cc(OC)ccc12,,COc1ccc2c(CN)cc(=O)oc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCc1cc(=O)oc2cc(OC)ccc12,EHAMC,CCNCc1cc(=O)oc2cc(O)ccc12,MetXBioDB,[0 0 0 ... 0 0 0]
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCc1cc(=O)oc2cc(OC)ccc12,MAMC,COc1ccc2c(CN)cc(=O)oc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
"4-(trifluoromethyl)-7-[2,5-bis(trifluoromethyl)benzyloxy]coumarin",O=c1cc(C(F)(F)F)c2ccc(OCc3cc(C(F)(F)F)ccc3C(F)(F)F)cc2o1,HFC,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB,[0 0 0 ... 0 0 0]
"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",COc1ccc([C@@H](c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,Tris-OH-M methoxychlor,Oc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,MetXBioDB,[0 1 0 ... 0 0 0]
4-aminobiphenyl,Nc1ccc(-c2ccccc2)cc1,"4-aminobiphenyl, N-oxide",ONc1ccc(-c2ccccc2)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
4-Hydroxytamoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Endoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,MetXBioDB,[0 0 1 ... 0 0 0]
4-Hydroxytamoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,"3,4-Dihydroxy-Tamoxifen",CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(O)c(O)c1)c1ccccc1,MetXBioDB,[0 0 1 ... 0 0 0]
4-methylaminomethyl-7-methoxycoumarin,CNCc1cc(=O)oc2cc(OC)ccc12,N-methyl 7-hydroxy-4-(aminomethyl)-coumarin,CNCc1cc(=O)oc2cc(O)ccc12,MetXBioDB,[0 0 0 ... 0 0 0]
4-nitro-3-(trifluoromethyl)aniline,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2-amino5-nitro-4-(trifluoromethyl)phenol,Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1O,MetXBioDB,[0 0 0 ... 0 0 0]
4-nitro-3-(trifluoromethyl)aniline,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,N-[4-nitro-3-(trifluoromethyl)phenyl]-acetamide,C[NH+]([O-])c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MetXBioDB,[0 0 0 ... 0 1 0]
4-nitroanisole,COc1ccc([N+](=O)[O-])cc1,P-Nitrophenol,O=[N+]([O-])c1ccc(O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
4-nitropyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,4-aminopyrene,Nc1cc2cccc3ccc4cccc1c4c32,MetXBioDB,[0 0 0 ... 0 0 0]
4-nitropyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,,O=[N+]([O-])c1cc2cccc3c2c2c(cccc12)[C@@H](O)[C@@H]3O,MetXBioDB,[0 0 0 ... 0 0 0]
"4,4'-methylenebis(2-chloroaniline)",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,,Nc1ccc(Cc2ccc(N[O-])c(Cl)c2)cc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,OROBOL,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,MetXBioDB,[0 0 0 ... 0 0 0]
5-hydroxydiclofenac,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,"4',5-Dihydroxydiclofenac",O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
5-methoxytryptamine,COc1ccc2[nH]cc(CCN)c2c1,Serotonin,NCCc1c[nH]c2ccc(O)cc12,MetXBioDB,[0 0 0 ... 0 0 0]
5-methylchrysene,Cc1cc2ccccc2c2ccc3ccccc3c12,"5-Methyl-1,2-dihydrochrysene-1,2-diol",Cc1cc2ccccc2c2ccc3c(c12)C=CC(O)C3O,MetXBioDB,[0 0 0 ... 0 0 0]
58c80,CC(C)(C)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1,298C84,CC(C)(CO)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1,MetXBioDB,[0 1 0 ... 0 0 0]
6-chrysenamine,Nc1cc2c3ccccc3ccc2c2ccccc12,"6-MeC-1,2-diol",Nc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,MetXBioDB,[0 0 0 ... 0 0 0]
6-methylchrysene,Cc1cc2c3ccccc3ccc2c2ccccc12,"6-MeC-1,2-diol",Cc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,MetXBioDB,[0 0 0 ... 0 0 0]
6-nitrochrysene,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,N-hydroxy-6-AC,O[NH2+]c1cc2c3ccccc3ccc2c2ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
6-nitrochrysene,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,"1,2-DHD-6-NC ",O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,MetXBioDB,[0 0 0 ... 0 0 0]
7-benzyloxy-4-trifluoromethylcoumarin,O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,7-hydroxy-4-triuoromethylcoumarin (HFC),O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB,[0 0 0 ... 0 0 0]
7-benzyloxyquinoline,c1ccc(COc2ccc3cccnc3c2)cc1,7-Hydroxyquinoline,O=C1C=Cc2cccnc2C1,MetXBioDB,[0 0 0 ... 0 0 0]
7-butoxy-2h-chromen-2-one,CCCCOc1ccc2ccc(=O)oc2c1,,CCCC(O)OC1CCC2CCC(O)OC2C1,MetXBioDB,[0 1 0 ... 0 0 1]
7-ethoxycoumarin,CCOc1ccc2ccc(=O)oc2c1,Umbelliferone,O=c1ccc2ccc(O)cc2o1,MetXBioDB,[0 0 0 ... 0 0 0]
7-ethoxycoumarin,CCOc1ccc2ccc(=O)oc2c1,,CCOc1ccc2c(O)cc(=O)oc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
7-ethoxyresorufin,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,Resorufin,O=c1ccc2nc3ccc(O)cc3oc-2c1,MetXBioDB,[0 1 0 ... 0 0 0]
7-methoxycoumarin,COc1ccc2ccc(=O)oc2c1,Umbelliferone,O=c1ccc2ccc(O)cc2o1,MetXBioDB,[0 0 0 ... 0 0 0]
7-methoxycoumarin,COc1ccc2ccc(=O)oc2c1,4-Hydroxy-7-methoxycoumarin,COc1ccc2c(O)cc(=O)oc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,,Cc1c2c(nc3c1ccc1ccccc13)C=CC(O)C2O,MetXBioDB,[0 0 0 ... 0 0 0]
7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,,Cc1c2ccccc2nc2c1c(O)c(O)c1ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,,Cc1c2ccccc2nc2c1ccc1c(O)c(O)ccc12,MetXBioDB,[0 0 0 ... 0 0 0]
7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,,OCc1c2ccccc2nc2c1ccc1ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
8-hydroxyefavirenz,OC1=Nc2c(O)cc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,"8,14-diOH-efavirenz",OC1=Nc2c(O)cc(Cl)cc2[C@@](C#CC2(O)CC2)(C(F)(F)F)O1,MetXBioDB,[0 0 0 ... 0 0 0]
9-anthraldehyde,O=Cc1c2ccccc2cc2ccccc12,,O=C(O)c1c2ccccc2cc2ccccc12,MetXBioDB,[0 0 0 ... 0 0 0]
9-cis-retinal,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1,4-hydroxy-9-cis-retinals,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,MetXBioDB,[0 0 0 ... 0 0 0]
"Lopinavir, D-valine diastereomer-",Cc1cccc(C)c1OCC(O)=N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)N=C(O)[C@@H](C(C)C)N1CCCN=C1O,,Cc1cccc(C)c1OCC(O)=NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)N=C(O)C(C(C)C)N1CCC(O)N=C1O,MetXBioDB,[0 1 0 ... 0 0 0]
abt_378,Cc1cccc(C)c1OCC(O)=N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)N=C(O)[C@@H](C(C)C)N1CCCN=C1O,,Cc1cccc(C)c1OCC(O)=NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)N=C(O)C(C(C)C)N1CCC(O)=NC1=O,MetXBioDB,[0 1 0 ... 0 0 0]
1â€[(2S)â€4â€(5â€benzylthiophenâ€2â€yl)butâ€3â€ynâ€2â€yl]â€1â€hydroxyurea,C[C@@H](C#Cc1ccc(Cc2ccccc2)s1)N(O)C(=N)O,ABT-515,CC(C#Cc1ccc(C(O)c2ccccc2)s1)N(O)C(=N)O,MetXBioDB,[0 1 0 ... 0 0 0]
"1-[Amino-(3,4-dichloroanilino)methylidene]-2-propan-2-ylguanidine",CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,,CC(C)(O)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,MetXBioDB,[0 0 0 ... 0 0 0]
ac1ldic9,COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,2-oxo-clopidogrel,COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,MetXBioDB,[0 1 0 ... 0 0 0]
ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,N-deethylated  ac1mip3e,CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,MetXBioDB,[0 0 1 ... 0 0 0]
[5-(Diethylamino)-2-methylpent-3-yn-2-yl] (2S)-2-cyclohexyl-2-hydroxy-2-phenylacetate,CCN(CC)CC#CC(C)(C)OC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,4-cis-OH ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCC(O)CC1,MetXBioDB,[0 0 0 ... 0 0 0]
ac1ocg1j,CN[C@@H](C)Cc1ccccc1OC,,CNC(C)Cc1ccccc1O,MetXBioDB,[0 1 0 ... 0 0 0]
ac1ocg1j,CN[C@@H](C)Cc1ccccc1OC,,CNC(C)Cc1cc(O)ccc1OC,MetXBioDB,[0 1 0 ... 0 0 0]
pimobendan,COc1ccc(-c2nc3cc(C4=NN=C(O)C[C@@H]4C)ccc3[nH]2)cc1,,CC1CC(O)=NN=C1c1ccc2[nH]c(-c3ccc(O)cc3)nc2c1,MetXBioDB,[0 0 0 ... 0 0 0]
aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4'-OH-aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,5-OH-aceclofenac,O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,MetXBioDB,[0 0 0 ... 0 0 0]
acetaldehyde,CC=O,Acetic Acid,CC(=O)O,MetXBioDB,[0 0 0 ... 0 0 0]
acetanilide,CC(O)=Nc1ccccc1,Acetaminophen,CC(O)=Nc1ccc(O)cc1,MetXBioDB,[0 0 0 ... 0 0 0]
acetanilide,CC(O)=Nc1ccccc1,N-Hydroxy-N-phenylacetamide,CC(=O)N(O)c1ccccc1,MetXBioDB,[0 0 0 ... 0 0 0]
acrylonitrile,C=CC#N,Cyanoethylene oxide,N#CC1CO1,MetXBioDB,[0 0 0 ... 0 0 0]
